location,Project.ID,Project.Activity.ID,Activity.ID,Site.IDs,Start.date,End.date,Description,Status,Attribution,Latitude,Longitude,Assessor_name,Date.record.entered,Assessment.date,Assessment.date.accuracy,assessmentPeriodStartDate,assessmentPeriodStartDateAccuracy,Assessment.end.date,Assessment.end.date.accuracy,Overall.Condition.Rating,disturbancePercentTotal,Comments,Condition.Rating.Upper,Condition.Rating.Lower,Condition.Element.Native.species.diversity.and.composition,Condition.Element.Life.form.diversity,Condition.Element.Vegetation.age.and.structure,Condition.Element.Nativeness,Condition.Element.Groundcover,Pct.Disturbance.contrib.Invasive.flora,Pct.Disturbance.contrib.Invasive.fauna,Pct.Disturbance.contrib.Native.fauna.grazing,Pct.Disturbance.contrib.Feral.livestock.grazing,Pct.Disturbance.contrib.Disease,Pct.Disturbance.contrib.Veg.clearance.fragmentation,Pct.Disturbance.contrib.Fire.regime.change,Pct.Disturbance.contrib.Climate.change,Pct.Disturbance.contrib.Nutrient.enrichment,Pct.Disturbance.contrib.Soil.degradation.deposition,Pct.Disturbance.contrib.Hydrological.change,decimalLatitude,decimalLongitude
8ed144a8-6775-44e7-950e-790cc3823e5e,405fdfe2-c22c-46c6-806d-cc7f644a0824,e0ce9fcc-77f2-4349-825f-9ea442c1c239,2889b0bb-6376-469d-b717-80d0c2ffd8b5,25b665a4-2f1c-4def-9791-8e0183b5d669,27/10/2016,NA,Assessment of the condition of sites,active,"Commonwealth Department of the Environment and Energy. (2018) Site Condition Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 12/11/2018, 09:47.",NA,NA,7,30/10/2018,1/09/2016,Accurate to month,NA,NA,1/09/2017,Accurate to month,0.6,100,NA,0.7,0.5,0.7,0.8,0.6,0.6,0.5,30,0,0,30,0,30,0,0,10,0,0,-30.60749653,152.9103442
90344f61-2f35-4c23-80b5-980e4ca5c239,405fdfe2-c22c-46c6-806d-cc7f644a0824,e0ce9fcc-77f2-4349-825f-9ea442c1c239,d6cd35cb-d6bb-47ff-874b-f2eda1dffd72,25b665a4-2f1c-4def-9791-8e0183b5d669,27/10/2016,NA,Assessment of the condition of sites,active,"Commonwealth Department of the Environment and Energy. (2018) Site Condition Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 12/11/2018, 09:47.",NA,NA,4,20/09/2018,17/09/2018,Accurate to year,NA,NA,NA,NA,0.6,100,"Notophyll rainforest on krasnozem soils. Site is heavily damaged by influxes of little red flying foxes, twice a year. They are native, but don't graze or browse....they hang and break branches.",0.7,0.5,0.9,1,0.5,0.9,0.95,3,2,95,0,0,0,0,0,0,0,0,-17.23669143,145.4802657
90d04834-38bf-4407-bb96-c280ac681cc2,405fdfe2-c22c-46c6-806d-cc7f644a0824,e0ce9fcc-77f2-4349-825f-9ea442c1c239,415b48af-038d-4d05-b7a7-54c6026573a9,25b665a4-2f1c-4def-9791-8e0183b5d669,27/10/2016,NA,Assessment of the condition of sites,active,"Commonwealth Department of the Environment and Energy. (2018) Site Condition Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 12/11/2018, 09:47.",NA,NA,18,2/11/2018,2/11/2018,Accurate to day,NA,NA,NA,Accurate to day,0.05,100,NA,0.1,0,0,0.1,0.1,0,0.1,90,0,0,0,0,10,0,0,0,0,0,-35.22915164,149.1174817
90daeddb-4e21-47eb-9345-9ae7a0ba349a,405fdfe2-c22c-46c6-806d-cc7f644a0824,e0ce9fcc-77f2-4349-825f-9ea442c1c239,50507086-dbb6-489c-80e7-125e7c8ff4d3,25b665a4-2f1c-4def-9791-8e0183b5d669,27/10/2016,NA,Assessment of the condition of sites,active,"Commonwealth Department of the Environment and Energy. (2018) Site Condition Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 12/11/2018, 09:47.",NA,NA,4,20/09/2018,18/09/2018,Accurate to year,NA,NA,NA,NA,0.95,100,Notophyll rainforest on schistose substrate.,0.95,0.8,1,1,1,0.95,0.8,5,90,0,5,0,0,0,0,0,0,0,-17.11929161,145.6371689
91e032e6-f74f-4abb-af68-9326eba8d68d,405fdfe2-c22c-46c6-806d-cc7f644a0824,e0ce9fcc-77f2-4349-825f-9ea442c1c239,bff1ac32-6108-44d5-a012-1ba4b3a2de70,25b665a4-2f1c-4def-9791-8e0183b5d669,27/10/2016,NA,Assessment of the condition of sites,active,"Commonwealth Department of the Environment and Energy. (2018) Site Condition Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 12/11/2018, 09:47.",NA,NA,25,24/10/2018,31/08/2016,Accurate to day,NA,NA,31/08/2016,Accurate to day,0.9,100,This is a 50 m long by 20 m wide site.,1,0.8,1,1,0.9,1,1,0,0,30,20,0,0,20,10,0,20,0,-34.82235033,142.377666
9252d0b2-3d23-473b-9f99-5777eb8d9b92,405fdfe2-c22c-46c6-806d-cc7f644a0824,e0ce9fcc-77f2-4349-825f-9ea442c1c239,6a6bb92f-b5e6-4366-8500-158cdfafaf97,25b665a4-2f1c-4def-9791-8e0183b5d669,27/10/2016,NA,Assessment of the condition of sites,active,"Commonwealth Department of the Environment and Energy. (2018) Site Condition Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 12/11/2018, 09:47.",NA,NA,4,3/10/2018,19/09/2017,Accurate to year,NA,NA,NA,Accurate to year,1,NA,"Rainforest on basalt, mostly unlogged.",1,0.95,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-21.24978336,148.5434604
930a7839-310e-4f8c-a714-780507da0075,405fdfe2-c22c-46c6-806d-cc7f644a0824,e0ce9fcc-77f2-4349-825f-9ea442c1c239,d536dcba-3af9-438f-a8b6-4e017725f3e5,25b665a4-2f1c-4def-9791-8e0183b5d669,27/10/2016,NA,Assessment of the condition of sites,active,"Commonwealth Department of the Environment and Energy. (2018) Site Condition Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 12/11/2018, 09:47.",NA,NA,26,2/11/2018,7/01/2018,Accurate to day,NA,NA,2/11/2018,Accurate to day,0.7,100,NA,0.8,0.5,0.7,0.7,0.5,0.95,0.7,20,0,0,0,0,80,0,0,0,0,0,-37.20351752,144.9967539
9316a23c-807e-47f1-9eb5-a8af353c22dd,405fdfe2-c22c-46c6-806d-cc7f644a0824,e0ce9fcc-77f2-4349-825f-9ea442c1c239,e7ff55cb-9368-4647-9f90-fd2758e4ec20,25b665a4-2f1c-4def-9791-8e0183b5d669,27/10/2016,NA,Assessment of the condition of sites,active,"Commonwealth Department of the Environment and Energy. (2018) Site Condition Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 12/11/2018, 09:47.",NA,NA,14,5/11/2018,20/04/2018,Accurate to day,NA,NA,20/04/2018,Accurate to day,0.7,100,Acacia species shpwing sites of impact of Phytopthera,0.8,0.6,0.9,0.7,0.8,0.9,0.6,0,0,0,0,100,0,0,0,0,0,0,-31.92238048,140.4656821
93873d5e-0b86-4aea-960a-a77982aff0ac,405fdfe2-c22c-46c6-806d-cc7f644a0824,e0ce9fcc-77f2-4349-825f-9ea442c1c239,5047c69d-76f9-4b91-a34a-951e7be62136,25b665a4-2f1c-4def-9791-8e0183b5d669,27/10/2016,NA,Assessment of the condition of sites,active,"Commonwealth Department of the Environment and Energy. (2018) Site Condition Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 12/11/2018, 09:47.",NA,NA,14,5/11/2018,18/05/2018,Accurate to day,NA,NA,18/05/2018,Accurate to day,0.9,100,Complex topography- extensive granite sheets through the site with many with lichen crust. Some boulders and cobbles as well. Some mining activity in the past.  Very long unburnt. Less prominent drainage line that runs NW through the site. 4 degree slope to the nother west. Some other undations with granite outcrops. Minimal introduced plant species. Some evidence of pigs- rooting under trees.  Homogeneity- community is confined to plot. North east corner is close to creek which has ferns etc. North east corner is 20m in from Picnic ground,0.95,0.8,0.9,0.9,0.9,0.9,0.9,0,0,0,0,0,100,0,0,0,0,0,-29.25592622,151.7082793
93f3058b-802a-4b62-8108-fec0c7700072,405fdfe2-c22c-46c6-806d-cc7f644a0824,e0ce9fcc-77f2-4349-825f-9ea442c1c239,6e717905-a844-4564-a601-099a8bbd072b,25b665a4-2f1c-4def-9791-8e0183b5d669,27/10/2016,NA,Assessment of the condition of sites,active,"Commonwealth Department of the Environment and Energy. (2018) Site Condition Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 12/11/2018, 09:47.",NA,NA,27,16/03/2018,1/01/2014,Accurate to year,NA,NA,1/01/2015,Accurate to year,0.95,100,NA,NA,NA,0.95,0.95,0.95,0.95,0.95,25,0,50,25,0,0,0,0,0,0,0,-34.90150803,149.5068599
9451e320-651a-418c-a14c-b52abc10a8f2,405fdfe2-c22c-46c6-806d-cc7f644a0824,e0ce9fcc-77f2-4349-825f-9ea442c1c239,d8c6d5ff-f0c7-4b58-9df5-8ab4a757d43c,25b665a4-2f1c-4def-9791-8e0183b5d669,27/10/2016,NA,Assessment of the condition of sites,active,"Commonwealth Department of the Environment and Energy. (2018) Site Condition Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 12/11/2018, 09:47.",NA,NA,25,24/10/2018,16/10/2016,Accurate to day,NA,NA,16/10/2016,Accurate to day,0.6,100,This site is 20 m long by 5 m wide located parallel to the road within the road reserve.,0.7,0.5,0.9,0.9,0.7,0.7,0.7,30,0,15,15,0,20,0,0,10,10,0,-34.86566947,142.9978726
945b6def-64b5-48d0-8cde-cee2a7cac43e,405fdfe2-c22c-46c6-806d-cc7f644a0824,e0ce9fcc-77f2-4349-825f-9ea442c1c239,56462d7c-3e34-4689-8a1b-898ccf45640d,25b665a4-2f1c-4def-9791-8e0183b5d669,27/10/2016,NA,Assessment of the condition of sites,active,"Commonwealth Department of the Environment and Energy. (2018) Site Condition Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 12/11/2018, 09:47.",NA,NA,7,30/10/2018,1/10/2015,Accurate to month,NA,NA,1/10/2016,Accurate to month,0.6,100,NA,0.7,0.5,0.7,0.8,0.6,0.6,0.7,30,0,0,50,20,0,0,0,0,0,0,-30.51669131,152.0628405
94cdc414-a367-4206-b193-273051af627a,405fdfe2-c22c-46c6-806d-cc7f644a0824,e0ce9fcc-77f2-4349-825f-9ea442c1c239,7e04ddf9-69ad-4724-beff-d1e2f15c6bec,25b665a4-2f1c-4def-9791-8e0183b5d669,27/10/2016,NA,Assessment of the condition of sites,active,"Commonwealth Department of the Environment and Energy. (2018) Site Condition Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 12/11/2018, 09:47.",NA,NA,7,2/11/2018,1/10/2015,Accurate to month,NA,NA,1/10/2016,Accurate to month,0.7,100,NA,0.8,0.6,0.8,0.9,0.7,0.7,0.7,30,0,0,30,0,20,0,0,20,0,0,-30.98016856,152.8311673
94db3cad-37f2-4a34-aa7f-f65cf6ac9e98,405fdfe2-c22c-46c6-806d-cc7f644a0824,e0ce9fcc-77f2-4349-825f-9ea442c1c239,edbf9ccc-943b-40c2-85cd-d46fbf50058e,25b665a4-2f1c-4def-9791-8e0183b5d669,27/10/2016,NA,Assessment of the condition of sites,active,"Commonwealth Department of the Environment and Energy. (2018) Site Condition Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 12/11/2018, 09:47.",NA,NA,7,30/10/2018,1/02/2018,Accurate to month,NA,NA,NA,NA,0.95,NA,NA,1,0.9,0.95,0.95,0.95,0.95,0.95,0,0,0,0,0,0,0,0,0,0,0,-36.44199609,148.3207732
9508328a-c213-4c6e-b91e-b0bd20535320,405fdfe2-c22c-46c6-806d-cc7f644a0824,e0ce9fcc-77f2-4349-825f-9ea442c1c239,d126d7d1-0739-4cea-a8dd-3a5722adc292,25b665a4-2f1c-4def-9791-8e0183b5d669,27/10/2016,NA,Assessment of the condition of sites,active,"Commonwealth Department of the Environment and Energy. (2018) Site Condition Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 12/11/2018, 09:47.",NA,NA,25,21/09/2018,1/09/2016,Accurate to day,NA,NA,1/09/2016,Accurate to day,0.4,100,This is a 20 m by 5 m wide site running parallel to the road within the road reserve.,0.5,0.3,0.4,0.4,0.4,0.3,0.4,75,0,10,5,0,0,0,0,5,5,0,-34.9924775,142.8656458
951139c0-fe63-4c15-8a89-e7d4dd6cd535,405fdfe2-c22c-46c6-806d-cc7f644a0824,e0ce9fcc-77f2-4349-825f-9ea442c1c239,936bcdd9-667d-438d-8477-821fac4d4bc1,25b665a4-2f1c-4def-9791-8e0183b5d669,27/10/2016,NA,Assessment of the condition of sites,active,"Commonwealth Department of the Environment and Energy. (2018) Site Condition Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 12/11/2018, 09:47.",NA,NA,20,9/11/2018,10/12/2013,Accurate to year,NA,NA,10/12/2013,Accurate to year,1,NA,NA,1,0.9,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-40.21735632,148.0882788
95a5eb4f-b91a-4527-88ce-584246c985a9,405fdfe2-c22c-46c6-806d-cc7f644a0824,e0ce9fcc-77f2-4349-825f-9ea442c1c239,9e26abeb-6ead-4e0e-a813-0bf279f0d062,25b665a4-2f1c-4def-9791-8e0183b5d669,27/10/2016,NA,Assessment of the condition of sites,active,"Commonwealth Department of the Environment and Energy. (2018) Site Condition Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 12/11/2018, 09:47.",NA,NA,21,31/10/2018,13/10/2018,Accurate to day,NA,NA,NA,NA,0.1,100,NA,0.2,0.05,0.1,0.1,0.1,0.1,0.1,0,0,0,20,0,75,0,0,5,0,0,-35.09717734,150.1123595
96577992-a6f3-4d8d-b432-ea456ec1dee5,405fdfe2-c22c-46c6-806d-cc7f644a0824,e0ce9fcc-77f2-4349-825f-9ea442c1c239,6c224dec-9b5d-492d-ae53-aa8212725790,25b665a4-2f1c-4def-9791-8e0183b5d669,27/10/2016,NA,Assessment of the condition of sites,active,"Commonwealth Department of the Environment and Energy. (2018) Site Condition Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 12/11/2018, 09:47.",NA,NA,4,20/09/2018,18/09/2018,Accurate to year,NA,NA,NA,NA,0,100,"Intensive agricultural land, all cleared 100 years ago.",0.05,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,-17.26829,145.5161905
9848e1ca-02f3-4571-a9fe-97c5b68dc6c8,405fdfe2-c22c-46c6-806d-cc7f644a0824,e0ce9fcc-77f2-4349-825f-9ea442c1c239,4080035a-8298-48a4-ad08-69fbe8ac147b,25b665a4-2f1c-4def-9791-8e0183b5d669,27/10/2016,NA,Assessment of the condition of sites,active,"Commonwealth Department of the Environment and Energy. (2018) Site Condition Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 12/11/2018, 09:47.",NA,NA,14,6/11/2018,14/04/2012,Accurate to day,NA,NA,14/04/2012,Accurate to day,0.8,100,Site in low range of hills. Sandplain with rocky sandstone outcrops throughout. Very long unburnt. Drainage line/creek running through western edge.  Scattered ephemeral waterholes with water in creek. Some of taller rocky outcrops to 2 meters. Slope to south western corner to larger rise . Some evidence of grazing with some hoof prints but not heavy. No weeds of note.,0.9,0.7,0.95,0.9,0.8,0.9,0.9,0,0,0,100,0,0,0,0,0,0,0,-18.63386797,137.1248835
985a1981-da39-4670-942f-dde8b3770f3a,405fdfe2-c22c-46c6-806d-cc7f644a0824,e0ce9fcc-77f2-4349-825f-9ea442c1c239,33f22e64-37c0-46c1-8d83-137777a208cd,25b665a4-2f1c-4def-9791-8e0183b5d669,27/10/2016,NA,Assessment of the condition of sites,active,"Commonwealth Department of the Environment and Energy. (2018) Site Condition Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 12/11/2018, 09:47.",NA,NA,21,31/10/2018,15/10/2018,Accurate to day,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-35.16869973,149.9625474
98e3347b-bcf8-408e-8a70-1921654055b5,405fdfe2-c22c-46c6-806d-cc7f644a0824,e0ce9fcc-77f2-4349-825f-9ea442c1c239,4c2abdaf-a67c-4737-9cf7-beb6b18e2170,25b665a4-2f1c-4def-9791-8e0183b5d669,27/10/2016,NA,Assessment of the condition of sites,active,"Commonwealth Department of the Environment and Energy. (2018) Site Condition Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 12/11/2018, 09:47.",NA,NA,26,2/11/2018,2/08/2018,Accurate to day,NA,NA,12/08/2018,Accurate to day,0.3,100,NA,0.5,0.1,0.1,0.2,0.5,0.3,0.8,30,0,0,40,0,0,0,0,30,0,0,-37.63695349,142.3015523
9b90da9e-68c7-4a70-8c70-8626cf8d1733,405fdfe2-c22c-46c6-806d-cc7f644a0824,e0ce9fcc-77f2-4349-825f-9ea442c1c239,63c93d0a-f900-46e1-830b-9fa9e27bfd70,25b665a4-2f1c-4def-9791-8e0183b5d669,27/10/2016,NA,Assessment of the condition of sites,active,"Commonwealth Department of the Environment and Energy. (2018) Site Condition Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 12/11/2018, 09:47.",NA,NA,21,31/10/2018,1/01/2010,Accurate to month,NA,NA,NA,NA,0.8,100,NA,0.8,0.7,0.8,0.8,0.8,0.8,0.8,0,0,0,0,0,0,100,0,0,0,0,-41.67197707,145.9598923
9c84d215-39ae-4f92-a866-b63c7f251e63,405fdfe2-c22c-46c6-806d-cc7f644a0824,e0ce9fcc-77f2-4349-825f-9ea442c1c239,e0512ff6-6f2e-444c-a43f-b41c5bedf1a1,25b665a4-2f1c-4def-9791-8e0183b5d669,27/10/2016,NA,Assessment of the condition of sites,active,"Commonwealth Department of the Environment and Energy. (2018) Site Condition Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 12/11/2018, 09:47.",NA,NA,21,31/10/2018,14/10/2018,Accurate to day,NA,NA,NA,NA,0.9,NA,NA,0.9,0.8,0.9,0.9,0.9,0.9,0.9,0,0,0,0,0,0,0,0,0,0,0,-35.15944556,150.2507401
9d2c4e8e-dfe7-4d53-9d5f-f084d0386cfe,405fdfe2-c22c-46c6-806d-cc7f644a0824,e0ce9fcc-77f2-4349-825f-9ea442c1c239,4dc76e8e-6d08-4da7-b647-e35833435a60,25b665a4-2f1c-4def-9791-8e0183b5d669,27/10/2016,NA,Assessment of the condition of sites,active,"Commonwealth Department of the Environment and Energy. (2018) Site Condition Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 12/11/2018, 09:47.",NA,NA,20,9/11/2018,1/01/2016,Accurate to month,NA,NA,1/01/2016,Accurate to month,0,100,NA,0.05,0,0,0,0,0,0,50,0,0,0,0,50,0,0,0,0,0,-37.70448394,148.4378296
9d673f3f-e782-4936-850f-7682f386c2eb,405fdfe2-c22c-46c6-806d-cc7f644a0824,e0ce9fcc-77f2-4349-825f-9ea442c1c239,2cc3edd1-ddc1-4e85-b1d5-3e604b3c8068,25b665a4-2f1c-4def-9791-8e0183b5d669,27/10/2016,NA,Assessment of the condition of sites,active,"Commonwealth Department of the Environment and Energy. (2018) Site Condition Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 12/11/2018, 09:47.",NA,NA,26,2/11/2018,6/05/2016,Accurate to day,NA,NA,2/11/2018,Accurate to day,0.5,100,NA,0.7,0.3,0.3,0.3,0.2,0.8,0.95,10,0,0,40,0,50,0,0,0,0,0,-37.944299,142.7682567
a15057cf-9297-4ce7-bcc5-e8a4d5286d13,405fdfe2-c22c-46c6-806d-cc7f644a0824,e0ce9fcc-77f2-4349-825f-9ea442c1c239,4d6c387a-2e26-452c-a93f-3af36923e144,25b665a4-2f1c-4def-9791-8e0183b5d669,27/10/2016,NA,Assessment of the condition of sites,active,"Commonwealth Department of the Environment and Energy. (2018) Site Condition Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 12/11/2018, 09:47.",NA,NA,21,31/10/2018,29/09/2018,Accurate to day,NA,NA,NA,NA,0.05,NA,"This is a 50 year old stand of Pinus radiata, with some local RF regeneration underneath.",0.1,0,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,-34.60339208,150.596745
a1d48c78-0057-46d7-880d-7da2bc06fbcb,405fdfe2-c22c-46c6-806d-cc7f644a0824,e0ce9fcc-77f2-4349-825f-9ea442c1c239,72b3a7c0-cf08-4a87-ad10-ec08bd3cd521,25b665a4-2f1c-4def-9791-8e0183b5d669,27/10/2016,NA,Assessment of the condition of sites,active,"Commonwealth Department of the Environment and Energy. (2018) Site Condition Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 12/11/2018, 09:47.",NA,NA,25,21/09/2018,11/09/2016,Accurate to day,NA,NA,11/09/2016,Accurate to day,0.4,100,This is a 20 m long by 5 m wide site which runs parallel to the road within the road reserve.,0.5,0.3,0.3,0.3,0.3,0.3,0.3,60,0,10,10,0,0,0,0,10,10,0,-35.18750636,142.9881059
a23429c2-36b2-431e-9db3-4b644f7f00ea,405fdfe2-c22c-46c6-806d-cc7f644a0824,e0ce9fcc-77f2-4349-825f-9ea442c1c239,4ead5859-4745-40fe-abc4-012409928008,25b665a4-2f1c-4def-9791-8e0183b5d669,27/10/2016,NA,Assessment of the condition of sites,active,"Commonwealth Department of the Environment and Energy. (2018) Site Condition Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 12/11/2018, 09:47.",NA,NA,8,8/11/2018,1/01/2010,Accurate to year,NA,NA,1/01/2010,Accurate to year,0.7,100,Mallee strip chained and burnt. This has eliminated the serotinous obligate seeder flora,0.9,0.6,0.7,0.8,1,1,1,0,0,0,0,0,50,50,0,0,0,0,-33.56979088,119.0629077
a2f1e78c-7789-49a9-b765-cbfac3637158,405fdfe2-c22c-46c6-806d-cc7f644a0824,e0ce9fcc-77f2-4349-825f-9ea442c1c239,0418f5bc-3a5b-431a-bb12-5bd494872de0,25b665a4-2f1c-4def-9791-8e0183b5d669,27/10/2016,NA,Assessment of the condition of sites,active,"Commonwealth Department of the Environment and Energy. (2018) Site Condition Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 12/11/2018, 09:47.",NA,NA,14,29/10/2018,23/09/2011,Accurate to day,NA,NA,23/09/2011,Accurate to day,0.4,100,Acacia estrophiolata woodland/ tall shrubland with a ground stratum dominated almost entirely by introduced grasses- mainly Cenchrus ciliaris. Significant erosion as a result of previous heavy grazing,0.7,0.3,0.7,0.8,0.8,0.2,0.8,0,90,0,0,0,0,0,0,0,10,0,-24.00902874,133.434872
a469caac-2f44-44c3-9b88-77d132cd7c15,405fdfe2-c22c-46c6-806d-cc7f644a0824,e0ce9fcc-77f2-4349-825f-9ea442c1c239,570df961-0cf8-4149-a885-bd9e2a6791d4,25b665a4-2f1c-4def-9791-8e0183b5d669,27/10/2016,NA,Assessment of the condition of sites,active,"Commonwealth Department of the Environment and Energy. (2018) Site Condition Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 12/11/2018, 09:47.",NA,NA,26,2/11/2018,2/11/2012,Accurate to day,NA,NA,2/11/2018,Accurate to day,0.9,100,NA,0.95,0.7,0.9,0.9,0.9,0.9,1,50,0,0,50,0,0,0,0,0,0,0,-37.30931484,143.0777805
a572c9e9-992c-4eb4-b7d4-ef391edbecd5,405fdfe2-c22c-46c6-806d-cc7f644a0824,e0ce9fcc-77f2-4349-825f-9ea442c1c239,453c0237-587c-454e-9f2c-bd1388a77e1b,25b665a4-2f1c-4def-9791-8e0183b5d669,27/10/2016,NA,Assessment of the condition of sites,active,"Commonwealth Department of the Environment and Energy. (2018) Site Condition Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 12/11/2018, 09:47.",NA,NA,21,31/10/2018,20/04/2018,Accurate to day,NA,NA,NA,NA,0.8,100,NA,0.8,0.7,0.8,0.8,0.8,0.8,0.8,0,50,0,50,0,0,0,0,0,0,0,-36.23643504,149.3933129
a5d104cb-12a0-413b-8072-eb1b0123d47e,405fdfe2-c22c-46c6-806d-cc7f644a0824,e0ce9fcc-77f2-4349-825f-9ea442c1c239,9c9a3ae3-0145-4ca3-b792-15e097ecf835,25b665a4-2f1c-4def-9791-8e0183b5d669,27/10/2016,NA,Assessment of the condition of sites,active,"Commonwealth Department of the Environment and Energy. (2018) Site Condition Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 12/11/2018, 09:47.",NA,NA,26,2/11/2018,30/09/2018,Accurate to day,NA,NA,2/11/2018,Accurate to day,0.95,100,NA,1,0.9,0.9,1,1,1,1,0,50,0,50,0,0,0,0,0,0,0,-37.5373283,149.824093
a6872d87-2e26-47ae-8740-f09e17f9f742,405fdfe2-c22c-46c6-806d-cc7f644a0824,e0ce9fcc-77f2-4349-825f-9ea442c1c239,ce17bd41-f9d0-4d03-a591-393112a0d57c,25b665a4-2f1c-4def-9791-8e0183b5d669,27/10/2016,NA,Assessment of the condition of sites,active,"Commonwealth Department of the Environment and Energy. (2018) Site Condition Assessment dataset download. Retrieved from https://biocollect.ala.org.au/bioActivity/projectRecords/405fdfe2-c22c-46c6-806d-cc7f644a0824. 12/11/2018, 09:47.",NA,NA,26,2/11/2018,31/08/2018,Accurate to day,NA,NA,2/11/2018,Accurate to day,0.9,100,NA,0.95,0.8,0.95,1,0.95,0.95,1,60,30,0,0,0,10,0,0,0,0,0,-37.5544927,149.7804392
